90.8723522854,113.9381313131,113.6579108125,66.9324155194,1
90.774252593,113.6558171745,113.2672010688,67.389993146,1
90.5332437878,113.6836501901,113.2285298399,66.4484574868,1
90.984570169,113.8527454243,113.0499603489,66.1899256813,1
90.7759764186,114.0366666667,113.0508339952,66.1899256813,1
91.3324630113,114.4134520277,112.9392523364,65.7055937193,1
91.248549323,114.5745856354,112.9183040331,65.8599562363,1
91.7224242424,115.4053295933,113.2113402062,67.8291666667,1
91.7208737864,115.4053295933,113.2361290323,67.8291666667,1
92.3399209486,115.4347158218,112.9985974755,68.2435312024,1
92.4686248331,115.691588785,113.1008522727,68.649691358,1
92.6024590164,115.9057507987,113.0872093023,69.0727848101,1
91.8257142857,116.2667785235,113.2234042553,69.4093178037,1
91.3481481481,116.5538194444,112.863422292,68.7577854671,1
91.5486862442,116.5797101449,112.7944535073,68.9315315315,1
92.0237341772,116.2828096118,112.1262458472,68.4319852941,1
92.4093178037,114.9373776908,110.5696864111,68.2912621359,1
90.1870967742,111.1924528302,107.66,68.5977859779,1
94.8719806763,111.7564370216,109.7498416719,64.1274982771,1
94.5279655808,111.9801980198,109.8053949904,64.170287316,1
94.83514377,112.1899482631,109.9364548495,64.4795021962,1
95.2260509993,111.8922585794,108.2543103448,62.66851705,1
95.2096551724,111.8922585794,108.3012221423,62.66851705,1
95.314937454,112.6703862661,108.6211656442,63.8432708688,1
94.8705972435,112.5837063563,108.6324582339,63.8932384342,1
94.8171875,111.9935956084,108.017828201,63.2775250227,1
94.7085987261,111.7544022243,108.0930041152,63.0598526703,1
94.6948207171,111.7544022243,108.1103789127,63.0598526703,1
94.697188755,112.0018691589,108.268879668,63.031510658,1
94.3952464789,111.5680655067,108.407136322,63.0354969574,1
95.9350057013,114.576819407,109.7581775701,64.7446236559,1
95.9196538937,114.2602339181,108.880952381,64.7529069767,1
94.9869186047,112.8720136519,107.2345323741,63.747440273,1
93.2915980231,110.7471698113,106.4805194805,61.2438563327,1
93.8391472868,108.1648106904,103.355679702,59.6771300448,1
94.6442105263,107.9247572816,102.474,58.2640586797,1
97.6470588235,108.426056338,99.115902965,62.164874552,1
97.8401253918,106.7083333333,96.7464387464,60.6923076923,1
97.5792880259,106.08203125,94.8454810496,59.5,1
97.3470319635,104.5760869565,104.66,62.3259668508,1
97.087962963,105.0109289617,103.8686868687,62.3259668508,1
89.8437102922,106.7443502825,105.9644322845,57.6403385049,1
88.7380952381,106.9796215429,106.1773962804,57.8355167394,1
89.1190108192,104.8858603066,104.2010050251,57.1292517007,1
90.398989899,104.6666666667,102.4477211796,59.1270718232,1
90.7151898734,115.9785714286,108.3661971831,67.1605839416,1
92.9302325581,111.2882882883,105.8782608696,65.2752293578,1
89.277992278,111.5560344828,104.5572519084,61.3220338983,1
91.1554404145,112.7023809524,102.8737373737,64.3294797688,1
91.3684210526,125.0612244898,121.5217391304,75.0576923077,1
99.1428571429,119.0932835821,115.1241134752,61.1355311355,1
102.8895027624,119.1690140845,113.5987261146,65.2380952381,1
102.7422680412,126.4722222222,132.1780821918,74.9605263158,1
97.2608695652,141.3870967742,141.2666666667,81.3939393939,1
79.2619047619,100.4615384615,104.1794871795,41.2894736842,1
88.8666666667,118.6631578947,124.1855670103,69.9393939394,1
73.2231660232,137.0016891892,136.8609271523,83.4962779156,1
73.3319967923,137.405643739,136.4969801553,83.2150259067,1
73.4784110535,136.4876660342,135.0222428174,82.0837988827,1
73.3164693219,136.4210526316,133.3433179724,80.1255868545,1
72.5880052151,136.7406876791,136.6801152738,80.3941093969,1
72.4657534247,136.2369565217,135.3116883117,80.5360169492,1
71.7337962963,135.2082262211,132.4769230769,79.9072681704,1
74.2045454545,137.6822033898,133.1603375527,80.244813278,1
76.375,142.1986754967,135.4480519481,83.3225806452,1
75.8902439024,141.1,135.0138888889,83.0277777778,1
105.3087557604,147.3463687151,150.1787709497,98.0631578947,1
103.7945945946,146.6962025316,148.4113924051,96.9638554217,1
101.5106382979,149.55,148.1282051282,112.0,1
98.6857344633,130.3826366559,132.8236677116,82.6430260047,1
98.3586321935,129.634469697,131.3813481071,82.7256719184,1
100.3888268156,132.8989637306,133.8965087282,86.2782719187,1
100.4951048951,132.7947882736,132.6028037383,86.4695512821,1
100.4919786096,136.1726315789,134.6553784861,87.5746421268,1
101.6952141058,136.3425925926,133.2771428571,90.9226190476,1
100.89,135.3714285714,128.5625,89.1137254902,1
89.8508287293,169.9884678748,164.4847605225,123.8110795455,1
89.7215332582,170.1342281879,164.0707964602,123.0130624093,1
89.3076009501,169.5651408451,163.2472783826,122.2415902141,1
90.4459259259,165.875,158.4819047619,119.4360465116,1
92.1782786885,166.8,151.8407310705,120.9549295775,1
