90.8723522854,30.8858957383,113.9381313131,59.5514162071,113.6579108125,52.9460048721,66.9324155194,59.0231107071,1
90.774252593,31.137931188,113.6558171745,59.6620441824,113.2672010688,53.1161815005,67.389993146,59.9904784192,1
90.5332437878,31.4755611534,113.6836501901,59.280017334,113.2285298399,53.2299688058,66.4484574868,58.9656562969,1
90.984570169,31.5152095347,113.8527454243,59.5891572954,113.0499603489,53.6744220137,66.1899256813,58.3422539314,1
90.7759764186,31.037143422,114.0366666667,59.4680753757,113.0508339952,53.6864129419,66.1899256813,58.3422539314,1
91.3324630113,31.9615058821,114.4134520277,59.8096153315,112.9392523364,54.1644005877,65.7055937193,58.4142399839,1
91.248549323,32.5045023339,114.5745856354,59.7539634643,112.9183040331,54.3198287104,65.8599562363,58.4402861032,1
91.7224242424,34.5609244256,115.4053295933,61.1417071948,113.2113402062,55.3217549652,67.8291666667,59.8542905208,1
91.7208737864,34.5818608271,115.4053295933,61.1417071948,113.2361290323,55.3531278178,67.8291666667,59.8542905208,1
92.3399209486,35.0370836932,115.4347158218,61.0654250568,112.9985974755,55.9402481089,68.2435312024,60.935240658,1
92.4686248331,35.1248871007,115.691588785,61.2624573711,113.1008522727,56.2446189281,68.649691358,61.1116095931,1
92.6024590164,35.3365032778,115.9057507987,61.6132874255,113.0872093023,56.493063572,69.0727848101,61.4818159273,1
91.8257142857,34.8337426139,116.2667785235,61.3258239371,113.2234042553,56.964343345,69.4093178037,61.1920588496,1
91.3481481481,34.3824068962,116.5538194444,61.1446419759,112.863422292,56.8462234495,68.7577854671,60.0102945316,1
91.5486862442,34.9267331257,116.5797101449,61.8396490693,112.7944535073,57.5455291928,68.9315315315,60.6369108028,1
92.0237341772,35.0325491505,116.2828096118,61.9551106073,112.1262458472,57.4674312691,68.4319852941,60.6064553725,1
92.4093178037,35.463775613,114.9373776908,62.0641356945,110.5696864111,57.3728667636,68.2912621359,61.7058526701,1
90.1870967742,32.9617152499,111.1924528302,60.8495572891,107.66,57.5424284043,68.5977859779,65.0384262991,1
94.8719806763,33.0732138715,111.7564370216,58.6619103905,109.7498416719,53.7870698566,64.1274982771,59.3197680486,1
94.5279655808,33.0155527371,111.9801980198,58.6179190031,109.8053949904,53.9855355082,64.170287316,59.198060657,1
94.83514377,33.3268973593,112.1899482631,58.9113617769,109.9364548495,54.2653764298,64.4795021962,59.6028149795,1
95.2260509993,33.8239844851,111.8922585794,59.0984708239,108.2543103448,53.2837501251,62.66851705,58.471798174,1
95.2096551724,33.8298813521,111.8922585794,59.0984708239,108.3012221423,53.2741562205,62.66851705,58.471798174,1
95.314937454,33.8878947259,112.6703862661,58.9847687354,108.6211656442,53.7814172401,63.8432708688,59.4590260322,1
94.8705972435,33.4835006675,112.5837063563,58.1586092921,108.6324582339,53.7650254346,63.8932384342,59.5074772404,1
94.8171875,33.684394823,111.9935956084,57.9600688739,108.017828201,53.3942372996,63.2775250227,58.7286007713,1
94.7085987261,32.8737372567,111.7544022243,57.8517801597,108.0930041152,53.388154622,63.0598526703,58.5098652932,1
94.6948207171,32.8832065343,111.7544022243,57.8517801597,108.1103789127,53.406704819,63.0598526703,58.5098652932,1
94.697188755,32.7584667024,112.0018691589,57.6657788691,108.268879668,53.4386908413,63.031510658,58.6110230172,1
94.3952464789,32.3634119825,111.5680655067,57.9737854467,108.407136322,53.8646929424,63.0354969574,58.712122636,1
95.9350057013,34.2078177487,114.576819407,58.6476885854,109.7581775701,54.5192984648,64.7446236559,57.6906782142,1
95.9196538937,34.5913058359,114.2602339181,57.997298767,108.880952381,54.5328037038,64.7529069767,58.1317668502,1
94.9869186047,34.586991822,112.8720136519,58.5419746881,107.2345323741,54.4687194401,63.747440273,57.5320451017,1
93.2915980231,30.5825748307,110.7471698113,56.8734132394,106.4805194805,52.9187346566,61.2438563327,55.9246986049,1
93.8391472868,31.9181259172,108.1648106904,56.7392308789,103.355679702,52.7558775561,59.6771300448,55.5946150796,1
94.6442105263,32.5311469074,107.9247572816,56.5517347874,102.474,51.8446653379,58.2640586797,53.850819057,1
97.6470588235,35.9909975287,108.426056338,57.9244118665,99.115902965,51.091325034,62.164874552,57.2389951474,1
97.8401253918,35.9304817457,106.7083333333,56.2901217741,96.7464387464,49.6794979424,60.6923076923,57.6345043761,1
97.5792880259,35.8911202946,106.08203125,55.2379539096,94.8454810496,47.8919705893,59.5,55.5017159752,1
97.3470319635,34.9101668782,104.5760869565,56.1247123931,104.66,48.5766857659,62.3259668508,58.3323383846,1
97.087962963,34.5743514912,105.0109289617,55.9678859002,103.8686868687,47.7308629936,62.3259668508,58.3323383846,1
89.8437102922,30.8680385228,106.7443502825,55.2384753862,105.9644322845,49.6411620832,57.6403385049,53.142850922,1
88.7380952381,28.8873048144,106.9796215429,55.3335751038,106.1773962804,49.3121209112,57.8355167394,53.4491339275,1
89.1190108192,29.415370872,104.8858603066,54.3271268943,104.2010050251,48.3582367438,57.1292517007,54.6543899574,1
90.398989899,33.1857703318,104.6666666667,55.6193939922,102.4477211796,47.4069776474,59.1270718232,56.1443028969,1
90.7151898734,31.3558772017,115.9785714286,58.6039330539,108.3661971831,48.1880820508,67.1605839416,60.8704779734,1
92.9302325581,33.074308174,111.2882882883,54.0175792853,105.8782608696,46.299243646,65.2752293578,59.9201106612,1
89.277992278,27.730500092,111.5560344828,55.7870516876,104.5572519084,51.5586319034,61.3220338983,55.2376807887,1
91.1554404145,29.2147078428,112.7023809524,55.7712760516,102.8737373737,52.0003808958,64.3294797688,58.6187949329,1
